University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;null;null;null;SANC032;12;Mendelian and population genetics, Selection theory, Mating systems, Breeding methods and plans, South African Livestock Improvement Act, Animal improvement Schemes, Application of Selection theory, Application of Quantitative genetic theory, Advanced concepts of population genetics and Molecular Genetics.
null;null;null;null;null;SAND032;12;The process of fertilization, Early embryonic and foetal development, The processes of organogenesis, Chromosomal sex including sex differentiation, Testicular descent and structure of the ovum, Spermatozoon and concept of testicular thermoregulation, Fundamentals of follicular development, Formation of corpus luteum and luteolysis, Detailed structure of the uterus, Maternal recognition of pregnancy and gestation, Process of foetal metabolism, Nutrition and mechanism parturition and Transport and survival of gametes
null;null;null;null;null;SEPA030;20;Integrated theory and practice through experiential training
null;null;null;4;null;SANA041;12;Selection methods, Phenotypic and genotypic correlations, Breeding structures and Group breeding schemes, Advanced quantitative genetic theory
null;null;null;null;null;SPPC041;16;Rangeland diversity in vegetation in terms of species, acceptability, veld type units and biomes, Rangeland condition assessment, grazing and browsing capacity, Growth of the grazing and browsing plant as influenced by internal and external factors, specifically management, The impact of bush encroachment and control of it, The role of fire on rangeland production and its role as a management tool, The nutritional value, acceptability and intake of rangeland species and its influence on animal production
null;null;null;null;null;SANB041 ;16;Nutrition, health and reproduction and management of small stock, Nutrition, management and reproduction of beef animals
null;null;null;null;null;SANA042;12;Anatomy and physiology of dairy cows, Mechanism of milk synthesis and secretion, Factors influencing milk yield, Dairy nutrition: calves, replacement heifers and dairy cows, Dairy production systems, Dairy animal health management programs and Management of dairy animals.
null;null;null;null;null;SANC042;12;Rumen fermentation, Digestion and absorption, Limits to intake and digestion, Measurement of availability of nutrients, Anti-nutritional factors in feeds, Nutritional management of different livestock and Ration formulation
null;null;null;null;null;SANB042;12;Nutrition of game animals, Health of game animals, Reproduction of game animals, Management of game animals and Marketing of game animals.
null;null;null;null;null;SPPB042;16;"The role of cultivated pastures, Available pasture grasses and legumes, Establishment and weed control, The fertilization of cultivated pasture, The nutritional value of planted pastures, The management of planted pastures, Grasses for low, medium and high rainfall areas, Grasses for foggage and its management, Hay production in the summer rainfall areas, Stoliniferous grasses, Perennial tall
growing grasses, Annual grasses, Temperate or cool
season grasses and The role of legumes as planted
pasture."
null;null;null;null;null;SANR040;32;Scientific writing, Research proposal writing and presentation, Research methods, Experiment execution, Data analysis and Project report writing
null;null;Geography and Environmental studies;1;Air Photo Reading;SAIR 011;8;The origin and development of aerial photography, Types of Air Photos, Principles of air photo reading and measurements, Recognition of elements, Air Photographic instrumentation, stereoscopy and mosaics, Elementary Photogrammetry, Scales and scale determination, Area determination Distance measurements, Uses of air photos, Methods of modern air photo production
null;null;null;null;Cartographic Techniques;SCAR011;12;History and nature of cartography, Earth-map relations, Cartographic designs, Types and uses of maps, Map reading and interpretation.
null;null;null;null;Introduction to The Physical Environment;SGES011;12;Physical geography concepts, The history of the earth, Natural components of the earth as a system, (Lithosphere, Hydrosphere, Atmosphere, Pedosphere and Biosphere), Landforms and land forming processes
null;null;null;null;Introduction To The Human Environment;SGES012;12;The nature and scope of the Human Environment, Population issues, Human Settlements, Human economic activities, The Geo-political landscape
null;null;null;null;Regional Studies;SGEO012;12;The physical of natural environmental of South Africa, Human settlement in South Africa, Population dynamics of South Africa, Human settlement in South Africa, The socio-economic landscape of South Africa South Africa, Geopolitical landscape of South Africa
null;null;null;2;Computer-Assisted Cartography;SGEA021;4;Introduction to Computer-assisted Cartography (CAC), Overview on Data Collection, entry and display, Introduction to Microsoft excel, Introduction to Cartographic Semiology, Internet based mapping
null;null;null;null;Environmental and Resource Management;SENA021;12;The natural environment as a resource, Introduction to principles of and tools for resource management, Classification of natural resources, Approaches to resources management, Introduction to the various challenges facing natural resources, World natural resource map, Resources and Sustainable development
null;null;null;null;Introduction to Geomorphology;SGEB021;16;"The meaning of geomorphology, The components of land- geology/lithology, slopes and slope materials, Sources of energy for geomorphic processes Systems in geomorphology, Slopes and theories of slopes development; Evolution of fluvial landscapes, Primary rock forming minerals – types, composition and formation, Stresses in rocks"
null;null;null;null;Quantitative Techniques in Geography I;SGEC021;12;"Terminologies/concepts: quantitative techniques; statistics; data and data values; variable types; populations and samples; statistics and parameters; measurement; Scales of measurement and their importance in data collection and analyses; Measures of central tendency for ungrouped and grouped data sets; Measures of deviation and variability for ungrouped and grouped data sets; types, uses and their advantages and disadvantages; some standard deviation checks; Grouping of data into frequency distributions and their uses in summarizing and presenting data; skewness and kurtosis; The normal distribution; its characteristics and uses in using sample statistics to estimate population parameters by standardizing raw data."
null;null;null;null;Demographic and Population Studies;SGEB022;12;Spatio-temporal characteristics of population, Patterns of population distribution, Population projection techniques, Effects of fertility and mortality on development, Epidemiology and diseases, Environmental health and health promotion policies, Health care delivery, International and national migration and development, Population growth, resource demand and environmental management, Models of population composition and structure, Population growth and planning
null;null;null;null;Economic Geography;SGEC022;8;The concepts and terms in economic geography, Spatial organization of economic activities on both a homogeneous and heterogeneous surfaces, Economic theories and models, Geographic analysis of economic activities.
null;null;null;null;Introduction to Climatology;SENA022;16;The History of meteorology and Weather observations, Energy and moisture distribution in the atmosphere, Stability, instability and vertical motions, Weather Observations and Informatics, Weather systems, Climate classification,
null;null;null;null;People, Space and Environment;SGEA022;12;The physical background of the African continent, Africa’s socio-economic dynamics, The physical background of the world, Global socio- economic dynamics, Topical world political, economic and environmental challenges
null;null;null;null;Introduction to Remote Sensing and GIS;SGED022;12;The physical background of the African continent, Africa’s socio-economic dynamics, The physical background of the world, Global socio- economic dynamics, Topical world political, economic and environmental challenges
null;null;null;null;Introduction to Remote Sensing and GIS;SGED022;16;Definition, development and interdisciplinary of GIS, Components and capabilities of a GIS, Data capture, quality, entry and analysis, Map projection systems, Spatial representation concepts, Principles and development of remote sensing, Energy sources and electromagnetic spectrum, Energy interactions in the atmosphere, Forms of remote sensing, Platforms, Sensor types and characteristics, Digital image processing and classification
